"Theta [deg]","mag(rEPhi) [] - Freq='2.4GHz' Phi='0deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='10deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='20deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='30deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='40deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='50deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='60deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='70deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='80deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='90deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='100deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='110deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='120deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='130deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='140deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='150deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='160deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='170deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='180deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='190deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='200deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='210deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='220deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='230deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='240deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='250deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='260deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='270deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='280deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='290deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='300deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='310deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='320deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='330deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='340deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='350deg'","mag(rEPhi) [] - Freq='2.4GHz' Phi='360deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='0deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='10deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='20deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='30deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='40deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='50deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='60deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='70deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='80deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='90deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='100deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='110deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='120deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='130deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='140deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='150deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='160deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='170deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='180deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='190deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='200deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='210deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='220deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='230deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='240deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='250deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='260deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='270deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='280deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='290deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='300deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='310deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='320deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='330deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='340deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='350deg'","mag(rETheta) [] - Freq='2.4GHz' Phi='360deg'"
100,0.161515349925459,0.158981522760114,0.151617753476088,0.139649286662864,0.123441235447465,0.103487439151016,0.0803955890783634,0.0548695994256694,0.027694485639458,0.00147876942514665,0.0284221357550308,0.0555539263831676,0.0810091854308832,0.104006986562252,0.12384809298729,0.139930113697897,0.151764781183292,0.15899245317258,0.161392922856286,0.158892123553718,0.151564499650235,0.139630953094587,0.12345240733393,0.103519176438901,0.080436533595998,0.0549074406874405,0.0277179941919225,0.00152824467747577,0.0284624519988487,0.0556290468311371,0.0811186921152699,0.104145648307705,0.124007008499571,0.140097877867119,0.151928889523734,0.159140821554463,0.161515349925459,0.252556561345915,0.277266099836439,0.301243234134951,0.323753137936932,0.344106528080988,0.361680582893282,0.375937799441507,0.386442265318852,0.392872864581799,0.39503301280426,0.392856615629733,0.386410062011035,0.375890190695488,0.361618299264433,0.344030391872946,0.323663977724987,0.301141830672919,0.27715319466513,0.252432962711055,0.227739359241825,0.203830607398303,0.181440965964864,0.161256431077889,0.143890515615493,0.129861272253734,0.119572502355299,0.113304014353557,0.111214364512238,0.113351801826724,0.119661339583615,0.129980196507168,0.144027689713196,0.161401619726455,0.18158655898116,0.203971543525139,0.22787253745506,0.252556561345915
110,0.151773256398921,0.149511788044737,0.142709288365011,0.131573726730841,0.116444585404082,0.0977825104879027,0.0761554321735204,0.0522219746367132,0.0267161824598059,0.00129350116429112,0.0260046528938208,0.0515343420148651,0.0755082990560559,0.0971916747007111,0.115925102137286,0.131139537308329,0.142372717742247,0.149282965155591,0.151659508603042,0.149428938625798,0.142657571050808,0.131549628278065,0.116441271951801,0.0977906576349961,0.0761643642634346,0.0522210005986883,0.0266961629096369,0.0013070564333907,0.0260848957201054,0.0516450720508445,0.0756463865425861,0.0973503750356228,0.11609511068639,0.131310155867978,0.142533158602316,0.14942365776463,0.151773256398921,0.220293658360405,0.24387262149431,0.266748724031889,0.288223316784253,0.307641045491264,0.324409672155308,0.338017974618072,0.348051203514149,0.354203630334646,0.356287799459484,0.354240195067174,0.348123145664656,0.338122909154211,0.32454400402093,0.307799971449702,0.288400863397998,0.266937847933457,0.244065400993159,0.220481608054861,0.196907122403763,0.174063306303489,0.152650001810873,0.133323240840545,0.116673104089124,0.103202226469046,0.0933067883997506,0.0872642874796811,0.0852329247001774,0.0872608033506182,0.0932932153894511,0.103168973183172,0.116611950095386,0.133229945802258,0.152524804489538,0.17391016989153,0.196732579151383,0.220293658360405
120,0.115792961510654,0.114128815038497,0.108999117581916,0.100560713542131,0.0890707989227949,0.074879077079289,0.058417212592751,0.0401861632359887,0.0207440290604704,0.00109978026907476,0.0194699785778941,0.0389642960432505,0.0572821807185473,0.0738625890652527,0.0882012967250034,0.0998625730979132,0.108491866136425,0.113826439419509,0.115703353110628,0.114064488479737,0.108958440213868,0.100539199828977,0.0890616514813546,0.074874006810719,0.0584074391576779,0.0401634765402643,0.0207018020635907,0.00106219611711257,0.0195612921599616,0.0390793241046248,0.0574163851046852,0.0740091646670364,0.088351953005198,0.100008529222255,0.108624908716695,0.113939912664939,0.115792961510654,0.152480445344198,0.170791988952606,0.188558009263564,0.205237544608937,0.220323036850951,0.233355657727173,0.243939162679615,0.251751858177341,0.256556319413026,0.258206560754123,0.256652438465748,0.251941150957909,0.244215792702446,0.233711010243895,0.220745898599991,0.205714360362583,0.189073225128239,0.171328491279644,0.153020103521077,0.134705714760323,0.116943893076833,0.100277208881745,0.0852155485168351,0.0722198311454737,0.0616861572776891,0.053930803623125,0.0491783643113592,0.0475578744686018,0.0491086605367157,0.0537869311237932,0.0614634308599151,0.0719176130019348,0.0848388876159916,0.0998363475970711,0.116452963422447,0.134181391010232,0.152480445344198
130,0.0698607155359304,0.0688717430611593,0.0657919820238498,0.060715688225832,0.0537976221532997,0.0452483140798746,0.0353276942515579,0.024337401400257,0.0126130213848918,0.00068185218021748,0.0116386766412572,0.0234040203326593,0.0344620785731397,0.0444749191184668,0.0531381578875001,0.0601884787398394,0.0654113811741875,0.0686476560064365,0.0697982556661887,0.0688273794114885,0.0657636630747536,0.0606994220938215,0.0537879565392183,0.0452389907692047,0.0353123962430531,0.024310490066558,0.0125700869352162,0.000624963144064618,0.0117161885638805,0.0234980502316832,0.034568333725982,0.044587883124594,0.0532515580624226,0.060296009964651,0.0655074565024264,0.0687280765941761,0.0698607155359304,0.0810298534806064,0.092297322620142,0.103228787591974,0.113492178680648,0.122775889046173,0.130798184750457,0.137315705585807,0.142130802473533,0.145097491852587,0.146125849021062,0.145184709569724,0.142302599320391,0.137566866771851,0.131121046068553,0.123160531109907,0.113926691004012,0.103699602372326,0.0927896141403283,0.0815279948313632,0.0702569405899572,0.0593192435087701,0.0490479322338925,0.039756193325432,0.0317278411805409,0.0252084763952661,0.0203972273866108,0.0174390259397195,0.016419175413587,0.0173640407761291,0.0202452680290362,0.0249793075336169,0.0314254026956517,0.0393885337371243,0.0486262454429764,0.0588569353980165,0.0697688744035736,0.0810298534806064
140,0.0288856882775758,0.0284487701580194,0.0271485945558499,0.0250250721229286,0.0221430293211836,0.0185902058776145,0.0144745736997695,0.00992107296976505,0.00506796872704364,0.000110533079211447,0.00494760444203065,0.00980424501209647,0.0143635763078076,0.0184871846814642,0.0220499214361998,0.0249435314491378,0.0270799164267704,0.0283938252295733,0.0288448755639786,0.0284188381353803,0.027128135927229,0.0250115340708752,0.0221330204426509,0.018579903288759,0.0144601793704415,0.00989925622269452,0.00503618079726656,6.70232236993182E-005,0.00500041326514347,0.00986676958513484,0.0144331147033827,0.0185603120929462,0.0221228078041145,0.0250123866808056,0.0271414423276228,0.0284456111691035,0.0288856882775758,0.0286530040593755,0.033411146114787,0.0380224893959829,0.042347107933107,0.0462538869940529,0.0496244727384082,0.0523568282411564,0.0543682911172878,0.0555980438339744,0.0560089259550597,0.0555885374234629,0.0543496028745465,0.0523295882227513,0.0495895817891113,0.0462124725727757,0.0423004775776176,0.0379720881519995,0.0333585219116752,0.0285997818331652,0.0238404373761731,0.0192252539762389,0.0148948073750225,0.0109812299301045,0.00760425270622661,0.00486773563154391,0.00285681004211288,0.00163410792370542,0.00122695173153982,0.00163573311859731,0.00286727118602746,0.00488869900943187,0.00763475303427644,0.0110197168255576,0.0149395856685271,0.0192745840554718,0.023892575064961,0.0286530040593755
150,0.0024094294999801,0.00234741693186306,0.00221752681025197,0.00202384134769157,0.0017730250332108,0.00147481546143968,0.00114367855194765,0.000805371093866875,0.000527617452809193,0.000493372190549751,0.000740572848850405,0.00107511915094332,0.00141080366784467,0.00171705004405922,0.00197755915468083,0.00218147644523999,0.00232129308777637,0.00239227608613629,0.00239229634084304,0.00232175472387199,0.00218352565719437,0.00198292492508526,0.00172779245605448,0.00142898253720114,0.00110228873081135,0.000776211743372302,0.000525751717007655,0.000524106913207009,0.000772715262088128,0.00109797544033749,0.00142433552518773,0.00172344792335836,0.00197985540329945,0.00218304909388391,0.00232545669403444,0.00240189178045223,0.0024094294999801,0.00267364115553232,0.00314276869846424,0.0035987863387142,0.00402603844978488,0.0044101568988115,0.00473831184179662,0.00499951697780773,0.00518493458131752,0.00528814491318661,0.00530535513836185,0.00523552995523553,0.00508043207415442,0.00484456636910535,0.00453502718464878,0.00416125380524402,0.00373470427925695,0.00326846252772543,0.00277679828469529,0.00227470560055432,0.00177745997093019,0.00130028498702972,0.000858463343324869,0.000469968446259963,0.000187330703924905,0.000245217604109616,0.000427569202327759,0.000559270026883046,0.000628555510865215,0.000646115648939318,0.000641578549637268,0.000669545308548612,0.000791748582241903,0.00102993275299457,0.00136389968695057,0.0017648279496731,0.00220824474137733,0.00267364115553232
160,0.017251228163345,0.0171330298507554,0.016494637567049,0.0153553358334712,0.013749721225491,0.0117267382380457,0.00934840424342648,0.00668864374243604,0.00383501482530626,0.000965783556720525,0.00225451165736599,0.00516336562670178,0.00794114314232718,0.0104829391480469,0.0127081229791084,0.0145480104749499,0.0159462917221313,0.0168603608703764,0.0172624814552654,0.0171405689306312,0.016498523172354,0.015356092382232,0.0137482793859218,0.0117243358218635,0.00934646851179267,0.00668871271937646,0.00383896903926859,0.000981046367318392,0.00225126862567975,0.00515333501278783,0.0079270056332173,0.010466030103317,0.0126897872469491,0.0145296502668701,0.0159292553040961,0.0168458016182493,0.017251228163345,0.00787608608144371,0.0108455404079171,0.0137497910578726,0.0165005140104103,0.0190140438139894,0.0212138924049976,0.023033078410693,0.0244161789704803,0.0253210354047686,0.0257200568683305,0.0256010791359231,0.0249677500055034,0.0238394284722657,0.0222506015734943,0.0202498405314187,0.0178983372842533,0.0152680874369258,0.0124398310652962,0.00950099478937681,0.00654447291219379,0.0036735176398474,0.00111547289600385,0.00180085145035483,0.00391306690469481,0.00570550395639116,0.00707400573074843,0.00796923735271857,0.00836166824711528,0.0082384229372215,0.00760276397741098,0.00647372474584479,0.00488549659420286,0.00288677448664717,0.000551390370953395,0.00210387379638283,0.00493186490931121,0.00787608608144371
170,0.0252649026089747,0.0250734792046123,0.0241206980223641,0.0224354988626463,0.0200691481811931,0.0170937561721914,0.0136002859683223,0.00969649557695497,0.00550765416469098,0.00126179767700225,0.00335671220593581,0.00762867419951147,0.0116927376043558,0.0154066655365739,0.0186544915407581,0.0213365356053798,0.0233708937592975,0.0246955748831856,0.0252702717619235,0.0250775412202586,0.0241233151233378,0.0224367168209986,0.0200691931966464,0.0170930130234047,0.0135992647777618,0.00969580981579179,0.00550812902733175,0.00126730016640532,0.00335697373096454,0.0076263047203567,0.011688588125739,0.0154011166557364,0.0186479683794659,0.0213295363071309,0.0233639516322271,0.024689202455701,0.0252649026089747,0.00543504567491814,0.00982014561713192,0.0141066186210461,0.0181634554446389,0.0218672144679,0.0251052864680784,0.0277792362772731,0.0298077783685096,0.0311292488467451,0.0317034877676869,0.0315130711340928,0.0305638543336099,0.0288848119411055,0.0265271839680983,0.0235629683194087,0.0200828426372898,0.0161936938895309,0.0120162724487688,0.00768544681763761,0.00337950226951146,0.00142426698294077,0.00519268789248275,0.00885626163071733,0.0120772225845572,0.0147407635857134,0.0167617755536067,0.0180773164075386,0.0186467182776282,0.0184523165295557,0.0174998039749424,0.0158179839737613,0.0134578718821742,0.0104911709424921,0.00700827672079745,0.00311722205403577,0.00109773536540135,0.00543504567491813
180,0.0275558747074359,0.0273456470067731,0.0263050127787489,0.0244656514333468,0.0218835851672776,0.0186375450312625,0.0148267765230608,0.0105687427091935,0.00599965168996233,0.00136258390766921,0.00366039008553885,0.00832040675130754,0.0127520494721173,0.0168015346329987,0.0203426837217957,0.0232669199451187,0.0254849866263299,0.0269292971574915,0.0275558747074359,0.027345647006773,0.0263050127787489,0.0244656514333467,0.0218835851672776,0.0186375450312625,0.0148267765230608,0.0105687427091935,0.00599965168996233,0.00136258390766921,0.00366039008553884,0.00832040675130755,0.0127520494721173,0.0168015346329987,0.0203426837217956,0.0232669199451187,0.02548498662633,0.0269292971574915,0.0275558747074359,0.0013625839076692,0.00366039008553886,0.00832040675130755,0.0127520494721173,0.0168015346329987,0.0203426837217957,0.0232669199451187,0.0254849866263299,0.0269292971574915,0.027555874707436,0.0273456470067731,0.0263050127787489,0.0244656514333467,0.0218835851672776,0.0186375450312625,0.0148267765230608,0.0105687427091935,0.00599965168996232,0.00136258390766921,0.00366039008553885,0.00832040675130754,0.0127520494721173,0.0168015346329987,0.0203426837217957,0.0232669199451187,0.0254849866263299,0.0269292971574915,0.027555874707436,0.0273456470067731,0.0263050127787489,0.0244656514333467,0.0218835851672776,0.0186375450312625,0.0148267765230608,0.0105687427091935,0.00599965168996233,0.00136258390766921
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
